qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,gene_seq,Gene_norm,organism,GeneID
CYANO_84.Contig_153,NZ_KE384623.1:141568-143448,86.181,1867,251,5,6881,8742,1881,17,0,2012,NZ_KE384623.1:141568-143448 uvrC [organism=Dolichospermum circinale AWQC131C] [GeneID=78013707] [chromosome=],uvrC,Dolichospermum circinale AWQC131C,78013707
CYANO_84.Contig_153,NZ_CP020114.1:c3685187-3683310,79.004,1867,368,23,6888,8742,1871,17,0,1254,NZ_CP020114.1:c3685187-3683310 uvrC [organism=Nodularia spumigena UHCC 0039] [GeneID=78018506] [chromosome=],uvrC,Nodularia spumigena UHCC 0039,78018506
CYANO_84.Contig_153,NZ_CP047242.1:316001-317884,78.202,1858,395,9,6888,8740,1871,19,0,1179,NZ_CP047242.1:316001-317884 uvrC [organism=Trichormus variabilis 0441] [GeneID=58721850] [chromosome=],uvrC,Trichormus variabilis 0441,58721850
CYANO_84.Contig_153,NZ_JANQDJ010000067.1:18792-20678,77.902,1878,401,12,6888,8758,1871,1,0,1157,NZ_JANQDJ010000067.1:18792-20678 uvrC [organism=Umezakia ovalisporum Ak1311] [GeneID=83685727] [chromosome=],uvrC,Umezakia ovalisporum Ak1311,83685727
CYANO_84.Contig_153,NZ_CP065936.1:c3200925-3199030,77.922,1848,350,37,6887,8693,1893,63,0,1099,NZ_CP065936.1:c3200925-3199030 uvrC [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92782063] [chromosome=],uvrC,Cylindrospermopsis raciborskii Cr2010,92782063
CYANO_84.Contig_153,NZ_LR882952.1:825531-827390,73.314,1379,327,28,7376,8726,1395,30,1.47e-132,470,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
CYANO_84.Contig_165,NZ_KE384623.1:85149-86249,85.593,354,51,0,9337,9690,1,354,3.97e-103,372,NZ_KE384623.1:85149-86249 ruvB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013665] [chromosome=],ruvB,Dolichospermum circinale AWQC131C,78013665
CYANO_84.Contig_191,NZ_JACJTO010000022.1:5217-6737,88.636,220,20,4,1,216,219,1,2.18e-70,263,NZ_JACJTO010000022.1:5217-6737 radA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218662] [chromosome=],radA,Aphanizomenon flos-aquae FACHB-1287,78218662
CYANO_84.Contig_191,NZ_KE384657.1:c38707-37184,83.721,215,32,2,5,216,215,1,1.74e-51,200,NZ_KE384657.1:c38707-37184 radA [organism=Dolichospermum circinale AWQC131C] [GeneID=78014539] [chromosome=],radA,Dolichospermum circinale AWQC131C,78014539
CYANO_84.Contig_205,NZ_KE384598.1:9077-9493,89.268,410,44,0,6348,6757,1,410,4.97e-146,514,NZ_KE384598.1:9077-9493 mutT [organism=Dolichospermum circinale AWQC131C] [GeneID=78012123] [chromosome=],mutT,Dolichospermum circinale AWQC131C,78012123
CYANO_84.Contig_205,NZ_JACJTO010000004.1:85579-85998,88.432,389,45,0,6348,6736,1,389,1.09e-132,470,NZ_JACJTO010000004.1:85579-85998 mutT [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78216993] [chromosome=],mutT,Aphanizomenon flos-aquae FACHB-1287,78216993
CYANO_84.Contig_222,NZ_JACJTO010000056.1:2259-2900,89.408,642,68,0,4770,5411,1,642,0,809,NZ_JACJTO010000056.1:2259-2900 ruvA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219977] [chromosome=],ruvA,Aphanizomenon flos-aquae FACHB-1287,78219977
CYANO_84.Contig_222,NZ_KE384618.1:c48596-47955,87.742,620,76,0,4770,5389,1,620,0,725,NZ_KE384618.1:c48596-47955 ruvA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013453] [chromosome=],ruvA,Dolichospermum circinale AWQC131C,78013453
CYANO_84.Contig_225,NZ_KE384612.1:c25373-24126,85.073,1159,173,0,3019,4177,1248,90,0,1182,NZ_KE384612.1:c25373-24126 sigC [organism=Dolichospermum circinale AWQC131C] [GeneID=78013054] [chromosome=],sigC,Dolichospermum circinale AWQC131C,78013054
CYANO_84.Contig_225,NZ_JACJTO010000009.1:c53190-51958,84.771,1090,164,2,3019,4107,1233,145,0,1092,NZ_JACJTO010000009.1:c53190-51958 sigC [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217623] [chromosome=],sigC,Aphanizomenon flos-aquae FACHB-1287,78217623
CYANO_84.Contig_225,NZ_CP047242.1:2717252-2718502,79.853,1092,214,5,3019,4107,1251,163,0,793,NZ_CP047242.1:2717252-2718502 sigC [organism=Trichormus variabilis 0441] [GeneID=58723833] [chromosome=],sigC,Trichormus variabilis 0441,58723833
CYANO_84.Contig_225,NZ_CP065936.1:c2116201-2114903,77.015,1092,247,4,3019,4108,1299,210,7.32e-179,623,NZ_CP065936.1:c2116201-2114903 sigC [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92781058] [chromosome=],sigC,Cylindrospermopsis raciborskii Cr2010,92781058
CYANO_84.Contig_292,NZ_KE384619.1:34218-36698,87.339,2488,292,15,248,2719,2481,1,0,2828,NZ_KE384619.1:34218-36698 recG [organism=Dolichospermum circinale AWQC131C] [GeneID=78013485] [chromosome=],recG,Dolichospermum circinale AWQC131C,78013485
CYANO_84.Contig_292,NZ_JACJTO010000009.1:117224-119689,87.009,2471,309,10,252,2719,2462,1,0,2774,NZ_JACJTO010000009.1:117224-119689 recG [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217704] [chromosome=],recG,Aphanizomenon flos-aquae FACHB-1287,78217704
CYANO_84.Contig_292,NZ_CP065936.1:c230552-228069,79.924,2117,407,15,252,2359,2480,373,0,1539,NZ_CP065936.1:c230552-228069 recG [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779350] [chromosome=],recG,Cylindrospermopsis raciborskii Cr2010,92779350
CYANO_84.Contig_292,NZ_CP047242.1:c3826190-3823722,77.738,2484,526,23,248,2719,2469,1,0,1498,NZ_CP047242.1:c3826190-3823722 recG [organism=Trichormus variabilis 0441] [GeneID=58724737] [chromosome=],recG,Trichormus variabilis 0441,58724737
CYANO_84.Contig_292,NZ_JANQDJ010000052.1:50504-52975,77.559,2491,521,31,248,2719,2472,1,0,1469,NZ_JANQDJ010000052.1:50504-52975 recG [organism=Umezakia ovalisporum Ak1311] [GeneID=83685243] [chromosome=],recG,Umezakia ovalisporum Ak1311,83685243
CYANO_84.Contig_292,NZ_AJLL01000011.1:33544-36057,78.054,2169,463,11,252,2413,2510,348,0,1356,NZ_AJLL01000011.1:33544-36057 recG [organism=Fischerella thermalis PCC 7521] [GeneID=35798532] [chromosome=],recG,Fischerella thermalis PCC 7521,35798532
CYANO_84.Contig_292,NZ_LAHB01000010.1:c25274-22785,77.885,2175,463,17,252,2417,2486,321,0,1336,NZ_LAHB01000010.1:c25274-22785 recG [organism=Nostoc linckia z6] [GeneID=57093514] [chromosome=],recG,Nostoc linckia z6,57093514
CYANO_84.Contig_292,NZ_AESD01000714.1:c2746-287,75.69,1304,297,16,386,1679,2322,1029,0,634,NZ_AESD01000714.1:c2746-287 recG [organism=Crocosphaera watsonii WH 0003] [GeneID=88768144] [chromosome=],recG,Crocosphaera watsonii WH 0003,88768144
CYANO_84.Contig_313,NZ_KE384634.1:13210-13860,88.308,650,73,2,3081,3727,1,650,0,776,NZ_KE384634.1:13210-13860 ACIR131C_RS0117375 [organism=Dolichospermum circinale AWQC131C] [GeneID=78014103] [chromosome=],ACIR131C_RS0117375,Dolichospermum circinale AWQC131C,78014103
CYANO_84.Contig_313,NZ_JXYX01000001.1:1044864-1045685,83.621,116,19,0,3429,3544,526,641,1.56e-24,110,NZ_JXYX01000001.1:1044864-1045685 OA58_RS05020 [organism=Microcystis aeruginosa NIES-88] [GeneID=66705644] [chromosome=],OA58_RS05020,Microcystis aeruginosa NIES-88,66705644
CYANO_84.Contig_362,NZ_JACJTO010000053.1:c8096-6411,85.167,1409,187,12,1932,3320,1686,280,0,1424,NZ_JACJTO010000053.1:c8096-6411 mutL [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219924] [chromosome=],mutL,Aphanizomenon flos-aquae FACHB-1287,78219924
CYANO_84.Contig_362,NZ_KE384659.1:c96890-95211,83.583,1401,211,11,1934,3320,1678,283,0,1295,NZ_KE384659.1:c96890-95211 mutL [organism=Dolichospermum circinale AWQC131C] [GeneID=78014695] [chromosome=],mutL,Dolichospermum circinale AWQC131C,78014695
CYANO_84.Contig_362,NZ_JANQDJ010000041.1:c129390-127708,75.227,1429,289,45,1932,3320,1683,280,1.58e-177,617,NZ_JANQDJ010000041.1:c129390-127708 mutL [organism=Umezakia ovalisporum Ak1311] [GeneID=83684584] [chromosome=],mutL,Umezakia ovalisporum Ak1311,83684584
CYANO_84.Contig_405,NZ_JACJTO010000018.1:c30292-29192,88.222,866,102,0,2,867,232,1097,0,1035,NZ_JACJTO010000018.1:c30292-29192 ruvB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218392] [chromosome=],ruvB,Aphanizomenon flos-aquae FACHB-1287,78218392
CYANO_84.Contig_405,NZ_KE384623.1:85149-86249,86.279,860,114,4,5,862,235,1092,0,931,NZ_KE384623.1:85149-86249 ruvB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013665] [chromosome=],ruvB,Dolichospermum circinale AWQC131C,78013665
CYANO_84.Contig_405,NZ_LAHB01000037.1:16282-17382,78.337,854,179,5,5,855,235,1085,1.64e-156,547,NZ_LAHB01000037.1:16282-17382 ruvB [organism=Nostoc linckia z6] [GeneID=57096146] [chromosome=],ruvB,Nostoc linckia z6,57096146
CYBIM_101_1.Contig_83,NZ_CP085785.1:c341768-340698,78.587,906,178,15,2937,3834,36,933,4.45e-167,584,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_101.Contig_53,NZ_CP085785.1:c341768-340698,78.094,913,184,15,7566,8470,933,29,1.08e-160,564,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_104.Contig_2,NZ_CP085785.1:2311795-2314443,83.203,256,43,0,42438,42693,2331,2076,1.29e-60,235,NZ_CP085785.1:2311795-2314443 mutS [organism=Synechococcus elongatus PCC 6301] [GeneID=72431129] [chromosome=],mutS,Synechococcus elongatus PCC 6301,72431129
CYBIM_104.Contig_23,NZ_CP085785.1:c2020913-2018982,75.335,373,82,8,60687,61054,203,570,1.01e-41,171,NZ_CP085785.1:c2020913-2018982 uvrC [organism=Synechococcus elongatus PCC 6301] [GeneID=72430818] [chromosome=],uvrC,Synechococcus elongatus PCC 6301,72430818
CYBIM_114.Contig_32,NZ_JACJTO010000007.1:68616-70613,76.395,233,55,0,9939,10171,205,437,5.54e-29,126,NZ_JACJTO010000007.1:68616-70613 uvrB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217381] [chromosome=],uvrB,Aphanizomenon flos-aquae FACHB-1287,78217381
CYBIM_114.Contig_32,NZ_KE384619.1:c14724-12727,74.104,251,65,0,9921,10171,187,437,2.6e-22,104,NZ_KE384619.1:c14724-12727 uvrB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013467] [chromosome=],uvrB,Dolichospermum circinale AWQC131C,78013467
CYBIM_114.Contig_101,NZ_CP085785.1:c341768-340698,78.343,905,182,13,7630,8527,933,36,8.95e-164,573,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_119_1.Contig_48,NZ_CP085785.1:c2020913-2018982,76.757,370,82,3,13057,13424,570,203,2.53e-52,204,NZ_CP085785.1:c2020913-2018982 uvrC [organism=Synechococcus elongatus PCC 6301] [GeneID=72430818] [chromosome=],uvrC,Synechococcus elongatus PCC 6301,72430818
CYBIM_130_1.Contig_60,NZ_CP085785.1:c2020913-2018982,74.797,369,91,2,3652,4019,203,570,8.98e-41,165,NZ_CP085785.1:c2020913-2018982 uvrC [organism=Synechococcus elongatus PCC 6301] [GeneID=72430818] [chromosome=],uvrC,Synechococcus elongatus PCC 6301,72430818
CYBIM_190.Contig_141,NZ_CP085785.1:c341768-340698,79.054,888,174,11,6482,7363,52,933,1.3e-171,599,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_200.Contig_5,NZ_JACJTO010000016.1:c84639-82762,82.209,163,25,2,63014,63174,226,386,1.69e-31,137,NZ_JACJTO010000016.1:c84639-82762 uvrC [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218295] [chromosome=],uvrC,Aphanizomenon flos-aquae FACHB-1287,78218295
CYBIM_31.Contig_56,NZ_CP085785.1:c341768-340698,76.18,869,201,6,6989,7854,64,929,3.28e-127,453,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_51.Contig_129,NZ_LR882952.1:825531-827390,77.844,167,37,0,4527,4693,223,389,1.03e-22,104,NZ_LR882952.1:825531-827390 uvrC [organism=Planktothrix agardhii] [GeneID=77286894] [chromosome=I],uvrC,Planktothrix agardhii,77286894
CYBIM_52.Contig_1,NZ_CP085785.1:c844832-841821,73.3,1412,339,35,40805,42197,2898,1506,7.53e-136,484,NZ_CP085785.1:c844832-841821 uvrA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429694] [chromosome=],uvrA,Synechococcus elongatus PCC 6301,72429694
CYBIM_52.Contig_20,NZ_CP085785.1:c2020913-2018982,73.721,567,121,20,5814,6369,21,570,9.43e-50,196,NZ_CP085785.1:c2020913-2018982 uvrC [organism=Synechococcus elongatus PCC 6301] [GeneID=72430818] [chromosome=],uvrC,Synechococcus elongatus PCC 6301,72430818
CYBIM_60_1.Contig_45,NZ_CP085785.1:c341768-340698,79.88,666,122,11,4,663,274,933,2.26e-134,477,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_63.Contig_2,NZ_CP085785.1:c341768-340698,78.232,905,183,13,32713,33610,933,36,8.28e-161,568,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_67.Contig_128,NZ_CP085785.1:c341768-340698,78.781,886,174,13,4012,4890,933,55,8.48e-167,582,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_73_1.Contig_39,NZ_CP085785.1:c341768-340698,78.232,905,183,13,24517,25414,36,933,1.36e-161,568,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_76.Contig_15,NZ_CP085785.1:c844832-841821,74.589,1519,346,36,39474,40972,3004,1506,5.1e-180,630,NZ_CP085785.1:c844832-841821 uvrA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429694] [chromosome=],uvrA,Synechococcus elongatus PCC 6301,72429694
CYBIM_93.Contig_16,NZ_CP085785.1:c341768-340698,78.366,906,180,14,66206,67103,36,933,7.46e-163,573,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
CYBIM_94.Contig_53,NZ_CP085785.1:c2020913-2018982,75.26,384,91,3,12586,12967,570,189,3.97e-45,180,NZ_CP085785.1:c2020913-2018982 uvrC [organism=Synechococcus elongatus PCC 6301] [GeneID=72430818] [chromosome=],uvrC,Synechococcus elongatus PCC 6301,72430818
CYBIM_96.Contig_120,NZ_CP085785.1:c341768-340698,78.343,905,182,13,5286,6183,36,933,7.23e-164,573,NZ_CP085785.1:c341768-340698 recA [organism=Synechococcus elongatus PCC 6301] [GeneID=72429165] [chromosome=],recA,Synechococcus elongatus PCC 6301,72429165
DOLIS_105.Contig_11,NZ_KE384598.1:9077-9493,90.38,395,36,2,8722,9115,410,17,1.73e-146,518,NZ_KE384598.1:9077-9493 mutT [organism=Dolichospermum circinale AWQC131C] [GeneID=78012123] [chromosome=],mutT,Dolichospermum circinale AWQC131C,78012123
DOLIS_105.Contig_11,NZ_JACJTO010000004.1:85579-85998,88.206,407,40,7,8727,9128,404,1,8.15e-135,479,NZ_JACJTO010000004.1:85579-85998 mutT [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78216993] [chromosome=],mutT,Aphanizomenon flos-aquae FACHB-1287,78216993
DOLIS_105.Contig_16,NZ_JACJTO010000044.1:29549-30664,90.233,1116,109,0,23901,25016,1116,1,0,1458,NZ_JACJTO010000044.1:29549-30664 recF [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219716] [chromosome=],recF,Aphanizomenon flos-aquae FACHB-1287,78219716
DOLIS_105.Contig_16,NZ_KE384611.1:20879-21994,86.47,1116,151,0,23901,25016,1116,1,0,1225,NZ_KE384611.1:20879-21994 recF [organism=Dolichospermum circinale AWQC131C] [GeneID=78013004] [chromosome=],recF,Dolichospermum circinale AWQC131C,78013004
DOLIS_105.Contig_16,NZ_LAHB01000007.1:c37334-36204,77.798,1090,217,23,23941,25016,1079,1,0,649,NZ_LAHB01000007.1:c37334-36204 recF [organism=Nostoc linckia z6] [GeneID=57092948] [chromosome=],recF,Nostoc linckia z6,57092948
DOLIS_105.Contig_16,NZ_CP047242.1:c5529770-5528640,74.771,1090,238,31,23945,25016,1071,1,1.26e-127,455,NZ_CP047242.1:c5529770-5528640 recF [organism=Trichormus variabilis 0441] [GeneID=58726175] [chromosome=],recF,Trichormus variabilis 0441,58726175
DOLIS_105.Contig_16,NZ_JANQDJ010000042.1:c31550-30393,74.202,1128,250,27,23922,25016,1120,1,5.92e-121,433,NZ_JANQDJ010000042.1:c31550-30393 recF [organism=Umezakia ovalisporum Ak1311] [GeneID=83684675] [chromosome=],recF,Umezakia ovalisporum Ak1311,83684675
DOLIS_105.Contig_25,NZ_JACJTO010000022.1:5217-6737,87.297,1543,170,13,24232,25770,1,1521,0,1740,NZ_JACJTO010000022.1:5217-6737 radA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218662] [chromosome=],radA,Aphanizomenon flos-aquae FACHB-1287,78218662
DOLIS_105.Contig_25,NZ_KE384657.1:c38707-37184,85.538,1542,200,12,24232,25769,1,1523,0,1591,NZ_KE384657.1:c38707-37184 radA [organism=Dolichospermum circinale AWQC131C] [GeneID=78014539] [chromosome=],radA,Dolichospermum circinale AWQC131C,78014539
DOLIS_105.Contig_25,NZ_CP047242.1:c3607546-3606023,80.898,1314,229,14,24445,25755,214,1508,0,1016,NZ_CP047242.1:c3607546-3606023 radA [organism=Trichormus variabilis 0441] [GeneID=58724548] [chromosome=],radA,Trichormus variabilis 0441,58724548
DOLIS_105.Contig_25,NZ_JANQDJ010000020.1:4609-6129,83.088,272,44,2,24423,24693,195,465,7.32e-65,246,NZ_JANQDJ010000020.1:4609-6129 radA [organism=Umezakia ovalisporum Ak1311] [GeneID=83683885] [chromosome=],radA,Umezakia ovalisporum Ak1311,83683885
DOLIS_105.Contig_25,NZ_CP065936.1:c284085-282517,80.068,296,56,2,24411,24706,159,451,5.74e-56,217,NZ_CP065936.1:c284085-282517 radA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779397] [chromosome=],radA,Cylindrospermopsis raciborskii Cr2010,92779397
DOLIS_105.Contig_29,NZ_JACJTO010000004.1:105234-106163,86.233,937,115,14,22564,23493,1,930,0,1003,NZ_JACJTO010000004.1:105234-106163 recO [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217009] [chromosome=],recO,Aphanizomenon flos-aquae FACHB-1287,78217009
DOLIS_105.Contig_29,NZ_KE384592.1:c39642-38713,84.549,932,140,4,22564,23493,1,930,0,920,NZ_KE384592.1:c39642-38713 recO [organism=Dolichospermum circinale AWQC131C] [GeneID=78011711] [chromosome=],recO,Dolichospermum circinale AWQC131C,78011711
DOLIS_105.Contig_32,NZ_JACJTO010000007.1:68616-70613,92.972,1992,138,2,8551,10541,1,1991,0,2902,NZ_JACJTO010000007.1:68616-70613 uvrB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217381] [chromosome=],uvrB,Aphanizomenon flos-aquae FACHB-1287,78217381
DOLIS_105.Contig_32,NZ_JACJTO010000007.1:68616-70613,100,44,0,0,10669,10712,1955,1998,2.05e-15,82.4,NZ_JACJTO010000007.1:68616-70613 uvrB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217381] [chromosome=],uvrB,Aphanizomenon flos-aquae FACHB-1287,78217381
DOLIS_105.Contig_32,NZ_KE384619.1:c14724-12727,89.484,1997,210,0,8551,10547,1,1997,0,2525,NZ_KE384619.1:c14724-12727 uvrB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013467] [chromosome=],uvrB,Dolichospermum circinale AWQC131C,78013467
DOLIS_105.Contig_32,NZ_KE384619.1:c14724-12727,97.674,43,1,0,10587,10629,1955,1997,3.43e-13,75,NZ_KE384619.1:c14724-12727 uvrB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013467] [chromosome=],uvrB,Dolichospermum circinale AWQC131C,78013467
DOLIS_105.Contig_32,NZ_LAHB01000011.1:23963-25960,81.112,1996,364,13,8558,10547,9,1997,0,1585,NZ_LAHB01000011.1:23963-25960 uvrB [organism=Nostoc linckia z6] [GeneID=57093640] [chromosome=],uvrB,Nostoc linckia z6,57093640
DOLIS_105.Contig_32,NZ_CP020114.1:c123803-121806,81.081,1998,365,13,8556,10547,7,1997,0,1583,NZ_CP020114.1:c123803-121806 uvrB [organism=Nodularia spumigena UHCC 0039] [GeneID=78015522] [chromosome=],uvrB,Nodularia spumigena UHCC 0039,78015522
DOLIS_105.Contig_32,NZ_JANQDJ010000069.1:c3091-1094,80.05,2000,382,17,8556,10547,7,1997,0,1467,NZ_JANQDJ010000069.1:c3091-1094 uvrB [organism=Umezakia ovalisporum Ak1311] [GeneID=83685926] [chromosome=],uvrB,Umezakia ovalisporum Ak1311,83685926
DOLIS_105.Contig_32,NZ_CP047242.1:778650-780647,79.464,1977,390,16,8565,10533,15,1983,0,1387,NZ_CP047242.1:778650-780647 uvrB [organism=Trichormus variabilis 0441] [GeneID=58722253] [chromosome=],uvrB,Trichormus variabilis 0441,58722253
DOLIS_105.Contig_32,NZ_LR882952.1:888775-890772,76.908,1992,407,45,8583,10548,34,1998,0,1081,NZ_LR882952.1:888775-890772 uvrB [organism=Planktothrix agardhii] [GeneID=77286964] [chromosome=I],uvrB,Planktothrix agardhii,77286964
DOLIS_105.Contig_32,NZ_AESD01000165.1:7056-9098,75.182,1922,455,17,8633,10543,125,2035,0,887,NZ_AESD01000165.1:7056-9098 uvrB [organism=Crocosphaera watsonii WH 0003] [GeneID=88764888] [chromosome=],uvrB,Crocosphaera watsonii WH 0003,88764888
DOLIS_105.Contig_33,NZ_JACJTO010000022.1:c32001-30271,89.562,1734,173,7,5534,7263,1,1730,0,2193,NZ_JACJTO010000022.1:c32001-30271 recN [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218682] [chromosome=],recN,Aphanizomenon flos-aquae FACHB-1287,78218682
DOLIS_105.Contig_33,NZ_KE384623.1:25615-27345,87.536,1725,213,2,5534,7257,1,1724,0,1993,NZ_KE384623.1:25615-27345 recN [organism=Dolichospermum circinale AWQC131C] [GeneID=78013610] [chromosome=],recN,Dolichospermum circinale AWQC131C,78013610
DOLIS_105.Contig_33,NZ_LAHB01000054.1:258-2006,77.577,1717,358,20,5550,7245,17,1727,0,1013,NZ_LAHB01000054.1:258-2006 recN [organism=Nostoc linckia z6] [GeneID=57097181] [chromosome=],recN,Nostoc linckia z6,57097181
DOLIS_105.Contig_33,NZ_CP020114.1:c257109-255382,76.721,1714,363,31,5550,7248,17,1709,0,922,NZ_CP020114.1:c257109-255382 recN [organism=Nodularia spumigena UHCC 0039] [GeneID=78015633] [chromosome=],recN,Nodularia spumigena UHCC 0039,78015633
DOLIS_105.Contig_33,NZ_CP047242.1:4055998-4057746,75.407,1720,386,25,5552,7245,19,1727,0,798,NZ_CP047242.1:4055998-4057746 recN [organism=Trichormus variabilis 0441] [GeneID=58724912] [chromosome=],recN,Trichormus variabilis 0441,58724912
DOLIS_105.Contig_33,NZ_AJLL01000058.1:c38773-37028,72.596,1726,434,30,5550,7248,17,1730,1.64e-150,531,NZ_AJLL01000058.1:c38773-37028 recN [organism=Fischerella thermalis PCC 7521] [GeneID=35798955] [chromosome=],recN,Fischerella thermalis PCC 7521,35798955
