gene_callers_id,source,accession,function,e_value,contig,genome
208349,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",1.3e-249,PSEUDA_157.Contig_5,PSEUDA_157
208631,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),1.8e-160,PSEUDA_157.Contig_15,PSEUDA_157
208669,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.5e-59,PSEUDA_157.Contig_16,PSEUDA_157
210933,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),8.8e-41,PSEUDA_157.Contig_161,PSEUDA_157
211415,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),2.1e-35,PSEUDA_157.Contig_214,PSEUDA_157
213532,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",1.7e-249,PSEUDA_281.Contig_13,PSEUDA_281
214001,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.3999999999999998e-41,PSEUDA_281.Contig_25,PSEUDA_281
214567,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),8.999999999999998e-160,PSEUDA_281.Contig_42,PSEUDA_281
216901,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),7.7e-59,PSEUDA_281.Contig_188,PSEUDA_281
218625,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",1.3e-249,PSEUDA_31.Contig_27,PSEUDA_31
220062,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.7e-40,PSEUDA_31.Contig_75,PSEUDA_31
221157,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),7.7e-59,PSEUDA_31.Contig_142,PSEUDA_31
222115,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),3.0999999999999994e-160,PSEUDA_31.Contig_238,PSEUDA_31
222414,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",5.799999999999999e-250,PSEUDA_70.Contig_1,PSEUDA_70
224523,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),4.2999999999999994e-32,PSEUDA_70.Contig_76,PSEUDA_70
224557,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),5.6e-57,PSEUDA_70.Contig_78,PSEUDA_70
224851,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.8999999999999998e-39,PSEUDA_70.Contig_97,PSEUDA_70
226897,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),1.4999999999999998e-159,PSEUDA_70.Contig_329,PSEUDA_70
228547,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),7.8e-127,VAMPV_156.Contig_10,VAMPV_156
229580,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),2.1e-24,VAMPV_156.Contig_21,VAMPV_156
231418,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.8e-34,VAMPV_156.Contig_52,VAMPV_156
237256,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),7.4e-37,VAMPV_261.Contig_340,VAMPV_261
237656,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),5.1e-131,VAMPV_261.Contig_403,VAMPV_261
240488,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),3.4999999999999997e-172,VULCA_120.Contig_47,VULCA_120
241021,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.8e-96,VULCA_120.Contig_82,VULCA_120
241541,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",1.8999999999999998e-269,VULCA_120.Contig_128,VULCA_120
241749,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.0999999999999996e-49,VULCA_120.Contig_154,VULCA_120
242765,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.4999999999999999e-97,VULCA_209.Contig_8,VULCA_209
243834,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.2e-51,VULCA_209.Contig_144,VULCA_209
244390,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",5.8999999999999995e-148,VULCA_209.Contig_274,VULCA_209
244622,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",2.5e-269,VULCA_20.Contig_4,VULCA_20
246294,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),9.099999999999999e-171,VULCA_20.Contig_95,VULCA_20
246699,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.2999999999999999e-96,VULCA_20.Contig_144,VULCA_20
246893,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),1.7999999999999998e-174,VULCA_242.Contig_1,VULCA_242
247228,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",2.9000000000000002e-270,VULCA_242.Contig_23,VULCA_242
247238,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.1e-98,VULCA_242.Contig_24,VULCA_242
249321,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),7.099999999999999e-174,VULCA_28.Contig_10,VULCA_28
249380,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",8.500000000000001e-270,VULCA_28.Contig_12,VULCA_28
249988,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.1999999999999997e-97,VULCA_28.Contig_32,VULCA_28
250366,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),1.3e-50,VULCA_28.Contig_52,VULCA_28
250845,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),5.299999999999999e-97,VULCA_43.Contig_1,VULCA_43
251039,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),2.9999999999999998e-174,VULCA_43.Contig_13,VULCA_43
251274,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",8.500000000000001e-270,VULCA_43.Contig_30,VULCA_43
252535,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),5.2e-17,VULCA_43.Contig_213,VULCA_43
252561,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),2.3000000000000003e-28,VULCA_43.Contig_218,VULCA_43
253236,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),4.4e-18,VULCA_51.Contig_14,VULCA_51
253325,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",1.2e-268,VULCA_51.Contig_19,VULCA_51
254348,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),7.1e-173,VULCA_51.Contig_131,VULCA_51
255743,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.7e-51,VULCA_54.Contig_19,VULCA_54
255790,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),4.6999999999999995e-170,VULCA_54.Contig_23,VULCA_54
255898,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),3.1e-98,VULCA_54.Contig_31,VULCA_54
257198,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",5.4e-22,VULCA_54.Contig_208,VULCA_54
257768,COG20_FUNCTION,COG0467,"RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)",2.9000000000000002e-270,VULCA_96.Contig_6,VULCA_96
259262,COG20_FUNCTION,COG1974,SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9),2.4e-51,VULCA_96.Contig_77,VULCA_96
259324,COG20_FUNCTION,COG0468,RecA/RadA recombinase (RecA) (PDB:1B22),1.1999999999999998e-170,VULCA_96.Contig_84,VULCA_96
785,COG20_FUNCTION,COG1637,"Endonuclease NucS, RecB family (NucS) (PDB:2VLD)",3.0999999999999996e-55,APHAN_134.Contig_7,APHAN_134
1968,COG20_FUNCTION,COG3372,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair (PUBMED:15972856)",4.5e-193,APHAN_134.Contig_23,APHAN_134
2824,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),1.4999999999999999e-36,APHAN_134.Contig_45,APHAN_134
3790,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",5.4999999999999996e-210,APHAN_134.Contig_95,APHAN_134
5452,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",6.7e-200,CYANO_106.Contig_33,CYANO_106
5473,COG20_FUNCTION,COG3372,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair (PUBMED:15972856)",8.700000000000001e-193,CYANO_106.Contig_34,CYANO_106
6961,COG20_FUNCTION,COG1468!!!COG1518,"CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)!!!CRISPR-Cas system-associated integrase Cas1 (Cas1) (PDB:2YZS)",7.599999999999999e-24,CYANO_106.Contig_156,CYANO_106
7644,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",3.5e-306,CYANO_45.Contig_2,CYANO_45
9454,COG20_FUNCTION,COG2887,RecB family exonuclease (Slr0479),1.8e-16,CYANO_45.Contig_16,CYANO_45
10042,COG20_FUNCTION,COG1468,"CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",1.3e-109,CYANO_45.Contig_24,CYANO_45
10083,COG20_FUNCTION,COG3372,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair (PUBMED:15972856)",3.0999999999999994e-238,CYANO_45.Contig_25,CYANO_45
12838,COG20_FUNCTION,COG1637,"Endonuclease NucS, RecB family (NucS) (PDB:2VLD)",2.8999999999999994e-97,CYANO_51_1.Contig_22,CYANO_51_1
13915,COG20_FUNCTION,COG1468,"CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",1.6e-75,CYANO_51_1.Contig_49,CYANO_51_1
14255,COG20_FUNCTION,COG1787,"Endonuclease, HJR/Mrr/RecB family",7e-7,CYANO_51_1.Contig_59,CYANO_51_1
15420,COG20_FUNCTION,COG3372,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair (PUBMED:15972856)",5.8e-189,CYANO_51_1.Contig_104,CYANO_51_1
15741,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",5.8e-189,CYANO_51_1.Contig_122,CYANO_51_1
19078,COG20_FUNCTION,COG3372,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair (PUBMED:15972856)",4.199999999999999e-146,CYANO_79.Contig_318,CYANO_79
20901,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",6.7999999999999995e-205,CYANO_84.Contig_25,CYANO_84
20949,COG20_FUNCTION,COG3372,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair (PUBMED:15972856)",1.8999999999999996e-197,CYANO_84.Contig_27,CYANO_84
21650,COG20_FUNCTION,COG1468,"CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",5.1e-98,CYANO_84.Contig_60,CYANO_84
23631,COG20_FUNCTION,COG1468,"CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)",2e-100,CYANO_84.Contig_241,CYANO_84
24362,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),1.9e-69,CYANO_84.Contig_399,CYANO_84
25070,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.5e-122,CYBIM_101_1.Contig_35,CYBIM_101_1
25071,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),2.9e-266,CYBIM_101_1.Contig_35,CYBIM_101_1
25072,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_101_1.Contig_35,CYBIM_101_1
25681,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),3.7e-275,CYBIM_101_1.Contig_85,CYBIM_101_1
25703,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",3.5999999999999995e-166,CYBIM_101_1.Contig_87,CYBIM_101_1
26621,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.1999999999999996e-46,CYBIM_101_1.Contig_209,CYBIM_101_1
26906,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.5999999999999998e-25,CYBIM_101_1.Contig_256,CYBIM_101_1
27751,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),3.4999999999999994e-161,CYBIM_101.Contig_2,CYBIM_101
28062,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.999999999999999e-135,CYBIM_101.Contig_7,CYBIM_101
28063,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),4.4e-267,CYBIM_101.Contig_7,CYBIM_101
28064,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_101.Contig_7,CYBIM_101
28282,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.2e-279,CYBIM_101.Contig_11,CYBIM_101
28758,COG20_FUNCTION,COG4804,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)",2.9e-109,CYBIM_101.Contig_20,CYBIM_101
30319,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",1.9999999999999995e-121,CYBIM_101.Contig_112,CYBIM_101
30457,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",1.6e-43,CYBIM_101.Contig_141,CYBIM_101
30461,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",3.7e-26,CYBIM_101.Contig_142,CYBIM_101
30779,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),4.7000000000000005e-193,CYBIM_104.Contig_1,CYBIM_104
30846,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.1e-142,CYBIM_104.Contig_1,CYBIM_104
30847,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),6.300000000000001e-277,CYBIM_104.Contig_1,CYBIM_104
30848,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_104.Contig_1,CYBIM_104
31800,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),4e-16,CYBIM_104.Contig_8,CYBIM_104
32333,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",7.1e-193,CYBIM_104.Contig_12,CYBIM_104
32373,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.9e-284,CYBIM_104.Contig_13,CYBIM_104
32448,COG20_FUNCTION,COG4804,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)",6.899999999999999e-73,CYBIM_104.Contig_14,CYBIM_104
34940,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),4.6e-278,CYBIM_114.Contig_26,CYBIM_114
35098,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),1.4e-122,CYBIM_114.Contig_35,CYBIM_114
35099,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_114.Contig_35,CYBIM_114
35440,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),3.3999999999999996e-144,CYBIM_114.Contig_59,CYBIM_114
35441,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.2e-129,CYBIM_114.Contig_59,CYBIM_114
36005,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",2e-49,CYBIM_114.Contig_111,CYBIM_114
36026,COG20_FUNCTION,COG4804,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)",1.5e-18,CYBIM_114.Contig_113,CYBIM_114
36463,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.800000000000001e-80,CYBIM_114.Contig_175,CYBIM_114
36927,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),5.5e-82,CYBIM_114.Contig_272,CYBIM_114
38231,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_119_1.Contig_35,CYBIM_119_1
38232,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),2.9e-276,CYBIM_119_1.Contig_35,CYBIM_119_1
38233,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.0999999999999999e-126,CYBIM_119_1.Contig_35,CYBIM_119_1
38730,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.999999999999999e-188,CYBIM_119_1.Contig_65,CYBIM_119_1
40511,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.8999999999999997e-190,CYBIM_119.Contig_8,CYBIM_119
40694,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.5999999999999998e-41,CYBIM_119.Contig_10,CYBIM_119
41008,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),1.1e-306,CYBIM_119.Contig_13,CYBIM_119
41009,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),7.5e-256,CYBIM_119.Contig_13,CYBIM_119
41010,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8e-99,CYBIM_119.Contig_13,CYBIM_119
42497,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",4.8999999999999996e-195,CYBIM_119.Contig_46,CYBIM_119
43098,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),9.799999999999999e-144,CYBIM_130_1.Contig_6,CYBIM_130_1
43099,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),7.300000000000001e-283,CYBIM_130_1.Contig_6,CYBIM_130_1
43100,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_130_1.Contig_6,CYBIM_130_1
44332,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),7.600000000000001e-199,CYBIM_130_1.Contig_37,CYBIM_130_1
44742,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",9.199999999999999e-197,CYBIM_130_1.Contig_58,CYBIM_130_1
45433,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),8.999999999999999e-191,CYBIM_130.Contig_14,CYBIM_130
46021,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.4999999999999997e-153,CYBIM_130.Contig_65,CYBIM_130
46022,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),3.7999999999999995e-279,CYBIM_130.Contig_65,CYBIM_130
46023,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_130.Contig_65,CYBIM_130
46236,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",4.4e-205,CYBIM_130.Contig_93,CYBIM_130
47759,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.5e-8,CYBIM_130.Contig_344,CYBIM_130
49025,COG20_FUNCTION,COG2251,"Predicted nuclease, RecB family",1.6999999999999997e-194,CYBIM_134_1.Contig_38,CYBIM_134_1
49508,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.2999999999999997e-280,CYBIM_134_1.Contig_68,CYBIM_134_1
49639,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),1.7e-115,CYBIM_134_1.Contig_79,CYBIM_134_1
49640,COG20_FUNCTION,COG1074,3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V) (RecB) (PDB:3U44) (PUBMED:29901759;30601118),2.3e-279,CYBIM_134_1.Contig_79,CYBIM_134_1
49641,COG20_FUNCTION,COG1330,Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118),0,CYBIM_134_1.Contig_79,CYBIM_134_1
49947,COG20_FUNCTION,COG4804,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)",1.1e-61,CYBIM_134_1.Contig_111,CYBIM_134_1
50203,COG20_FUNCTION,COG4804,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family (YhcG) (PUBMED:16011798)",2.3999999999999996e-53,CYBIM_134_1.Contig_145,CYBIM_134_1
50212,COG20_FUNCTION,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759;30601118),2.4e-192,CYBIM_134_1.Contig_146,CYBIM_134_1
